Reference area,Measure.1,Sex.1,TIME_PERIOD,OBS_VALUE
Netherlands,Share of population who are obese,Female,1987,6.4
Netherlands,Share of population who are obese,Female,1988,6
Netherlands,Share of population who are obese,Female,1989,7.6
Netherlands,Share of population who are obese,Female,1990,6.9
Netherlands,Share of population who are obese,Female,1991,6.6
Netherlands,Share of population who are obese,Female,1992,7.9
Netherlands,Share of population who are obese,Female,1993,6.7
Netherlands,Share of population who are obese,Female,1994,7.2
Netherlands,Share of population who are obese,Female,1995,8.2
Netherlands,Share of population who are obese,Female,1996,7.9
Netherlands,Share of population who are obese,Female,1997,9.4
Netherlands,Share of population who are obese,Female,1998,9.9
Netherlands,Share of population who are obese,Female,1999,10.1
Netherlands,Share of population who are obese,Female,2000,10.2
Netherlands,Share of population who are obese,Female,2001,10.3
Netherlands,Share of population who are obese,Female,2002,10.8
Netherlands,Share of population who are obese,Female,2003,12.1
Netherlands,Share of population who are obese,Female,2004,12.1
Netherlands,Share of population who are obese,Female,2005,11.4
Netherlands,Share of population who are obese,Female,2006,12.7
Netherlands,Share of population who are obese,Female,2007,12.2
Netherlands,Share of population who are obese,Female,2008,12.2
Netherlands,Share of population who are obese,Female,2009,12.4
Netherlands,Share of population who are obese,Female,2010,12.6
Netherlands,Share of population who are obese,Female,2011,12.6
Netherlands,Share of population who are obese,Female,2012,12.8
Netherlands,Share of population who are obese,Female,2013,12.2
Netherlands,Share of population who are obese,Female,2014,15.1
Netherlands,Share of population who are obese,Female,2015,14.2
Netherlands,Share of population who are obese,Female,2016,15.7
Netherlands,Share of population who are obese,Female,2017,14.7
Netherlands,Share of population who are obese,Female,2018,16.2
Netherlands,Share of population who are obese,Female,2019,15.6
Netherlands,Share of population who are obese,Female,2020,14.9
Netherlands,Share of population who are obese,Female,2021,16.1
Netherlands,Share of population who are obese,Female,2022,15.6
Netherlands,Share of population who are overweight,Female,1981,23.4
Netherlands,Share of population who are overweight,Female,1982,23.5
Netherlands,Share of population who are overweight,Female,1983,24.3
Netherlands,Share of population who are overweight,Female,1984,22.5
Netherlands,Share of population who are overweight,Female,1985,21.9
Netherlands,Share of population who are overweight,Female,1986,24.8
Netherlands,Share of population who are overweight,Female,1987,24.3
Netherlands,Share of population who are overweight,Female,1988,24.2
Netherlands,Share of population who are overweight,Female,1989,24.4
Netherlands,Share of population who are overweight,Female,1990,23.7
Netherlands,Share of population who are overweight,Female,1991,24.5
Netherlands,Share of population who are overweight,Female,1992,24.7
Netherlands,Share of population who are overweight,Female,1993,25.5
Netherlands,Share of population who are overweight,Female,1994,25.6
Netherlands,Share of population who are overweight,Female,1995,26.5
Netherlands,Share of population who are overweight,Female,1996,27.8
Netherlands,Share of population who are overweight,Female,1997,27.2
Netherlands,Share of population who are overweight,Female,1998,27.3
Netherlands,Share of population who are overweight,Female,1999,27.7
Netherlands,Share of population who are overweight,Female,2000,30.2
Netherlands,Share of population who are overweight,Female,2001,29.3
Netherlands,Share of population who are overweight,Female,2002,28.2
Netherlands,Share of population who are overweight,Female,2003,29
Netherlands,Share of population who are overweight,Female,2004,29.8
Netherlands,Share of population who are overweight,Female,2005,28.2
Netherlands,Share of population who are overweight,Female,2006,29.2
Netherlands,Share of population who are overweight,Female,2007,27.7
Netherlands,Share of population who are overweight,Female,2008,29.2
Netherlands,Share of population who are overweight,Female,2009,29.5
Netherlands,Share of population who are overweight,Female,2010,30.3
Netherlands,Share of population who are overweight,Female,2011,30.3
Netherlands,Share of population who are overweight,Female,2012,29.5
Netherlands,Share of population who are overweight,Female,2013,29
Netherlands,Share of population who are overweight,Female,2014,29.4
Netherlands,Share of population who are overweight,Female,2015,29.5
Netherlands,Share of population who are overweight,Female,2016,29.3
Netherlands,Share of population who are overweight,Female,2017,29.5
Netherlands,Share of population who are overweight,Female,2018,29.5
Netherlands,Share of population who are overweight,Female,2019,28.3
Netherlands,Share of population who are overweight,Female,2020,30.6
Netherlands,Share of population who are overweight,Female,2021,30
Netherlands,Share of population who are overweight,Female,2022,29.4
Poland,Share of population who are overweight or obese,Male,1996,47.8
Poland,Share of population who are overweight or obese,Male,2004,52.1
Poland,Share of population who are overweight or obese,Male,2009,61.4
Poland,Share of population who are overweight or obese,Male,2014,62.2
Poland,Share of population who are overweight or obese,Male,2019,65.1
Poland,Share of population who are obese,Male,1996,10.3
Poland,Share of population who are obese,Male,2004,12.6
Poland,Share of population who are obese,Male,2008,17.3
Poland,Share of population who are obese,Male,2009,16.6
Poland,Share of population who are obese,Male,2014,18.1
Poland,Share of population who are obese,Male,2017,17.9
Poland,Share of population who are obese,Male,2019,19.5
Poland,Share of population who are overweight or obese,Female,1996,38.8
Poland,Share of population who are overweight or obese,Female,2004,39.1
Poland,Share of population who are overweight or obese,Female,2009,44.6
Poland,Share of population who are overweight or obese,Female,2014,45.7
Poland,Share of population who are overweight or obese,Female,2019,48.9
Poland,Share of population who are overweight or obese,Total,1996,43.1
Poland,Share of population who are overweight or obese,Total,2004,45.3
Poland,Share of population who are overweight or obese,Total,2009,52.2
Poland,Share of population who are overweight or obese,Total,2014,53.3
Poland,Share of population who are overweight or obese,Total,2019,56.6
Poland,Share of population who are overweight,Female,1996,26.5
Poland,Share of population who are overweight,Female,2004,26.6
Poland,Share of population who are overweight,Female,2009,29.4
Poland,Share of population who are overweight,Female,2014,30.1
Poland,Share of population who are overweight,Female,2017,32.2
Poland,Share of population who are overweight,Female,2019,31.3
Poland,Share of population who are overweight,Total,1996,31.7
Poland,Share of population who are overweight,Total,2004,32.8
Poland,Share of population who are overweight,Total,2009,36.4
Poland,Share of population who are overweight,Total,2014,36.6
Poland,Share of population who are overweight,Total,2017,39.1
Poland,Share of population who are overweight,Total,2019,38.1
Poland,Share of population who are overweight,Male,1996,37.5
Poland,Share of population who are overweight,Male,2004,39.5
Poland,Share of population who are overweight,Male,2009,44.8
Poland,Share of population who are overweight,Male,2014,44.1
Poland,Share of population who are overweight,Male,2017,47.3
Poland,Share of population who are overweight,Male,2019,45.6
Poland,Share of population who are obese,Female,1996,12.3
Poland,Share of population who are obese,Female,2004,12.5
Poland,Share of population who are obese,Female,2008,15.8
Poland,Share of population who are obese,Female,2009,15.2
Poland,Share of population who are obese,Female,2014,15.6
Poland,Share of population who are obese,Female,2017,16.1
Poland,Share of population who are obese,Female,2019,17.6
Poland,Share of population who are obese,Total,1996,11.4
Poland,Share of population who are obese,Total,2004,12.5
Poland,Share of population who are obese,Total,2008,16.4
Poland,Share of population who are obese,Total,2009,15.8
Poland,Share of population who are obese,Total,2014,16.7
Poland,Share of population who are obese,Total,2017,16.9
Poland,Share of population who are obese,Total,2019,18.5
Portugal,Share of population who are obese,Male,1996,10.3
Portugal,Share of population who are obese,Male,1999,11.4
Portugal,Share of population who are obese,Male,2006,14.6
Portugal,Share of population who are obese,Male,2014,15.1
Portugal,Share of population who are obese,Male,2017,15.5
Portugal,Share of population who are obese,Male,2019,16.4
Portugal,Share of population who are obese,Male,2022,16.1
Portugal,Share of population who are obese,Male,2015,24.9
Portugal,Share of population who are overweight or obese,Female,1999,45.8
Portugal,Share of population who are overweight or obese,Female,2006,47.5
Portugal,Share of population who are overweight or obese,Female,2014,49.1
Portugal,Share of population who are overweight or obese,Female,2019,49.2
Portugal,Share of population who are overweight or obese,Female,2022,48
Portugal,Share of population who are overweight or obese,Male,1999,53.7
Portugal,Share of population who are overweight or obese,Male,2006,56
Portugal,Share of population who are overweight or obese,Male,2014,57.1
Portugal,Share of population who are overweight or obese,Male,2019,58.6
Portugal,Share of population who are overweight or obese,Male,2022,59
Portugal,Share of population who are overweight,Male,2015,45.4
